位置X：-30.82057,  位置Y：0.08333337,  位置Z：-14.58808,  身体角度：0.04343759,  头部角度：270.5486
位置X：-8.833221,  位置Y：0.08333337,  位置Z：-0.3188896,  身体角度：274.9435,  头部角度：270.5848
位置X：-8.621231,  位置Y：0.08333337,  位置Z：-0.3331985,  身体角度：274.9435,  头部角度：270.5858
位置X：-8.941843,  位置Y：0.08333337,  位置Z：-0.3136463,  身体角度：274.8926,  头部角度：270.5898
位置X：-8.697004,  位置Y：0.08333337,  位置Z：-0.3294945,  身体角度：274.8926,  头部角度：270.5905
位置X：-8.555182,  位置Y：0.08333337,  位置Z：-0.3388271,  身体角度：274.8926,  头部角度：270.5928
位置X：-8.883858,  位置Y：0.08333337,  位置Z：-0.3186111,  身体角度：275.0133,  头部角度：270.5935
位置X：-8.523634,  位置Y：0.08333337,  位置Z：-0.3420563,  身体角度：275.0133,  头部角度：270.5971
位置X：-8.495268,  位置Y：0.08333337,  位置Z：-0.3439331,  身体角度：275.0133,  头部角度：270.5987
位置X：-8.822617,  位置Y：0.08333337,  位置Z：-0.3156662,  身体角度：275.1721,  头部角度：270.6007
位置X：-8.788763,  位置Y：0.08333337,  位置Z：-0.3173256,  身体角度：275.0961,  头部角度：270.602
位置X：-8.371384,  位置Y：0.08333337,  位置Z：-0.3544903,  身体角度：275.0961,  头部角度：270.6072
位置X：-8.641966,  位置Y：0.08333337,  位置Z：-0.3164539,  身体角度：275.412,  头部角度：270.6097
位置X：-8.265486,  位置Y：0.08333337,  位置Z：-0.3635139,  身体角度：275.412,  头部角度：270.611
位置X：-8.265486,  位置Y：0.08333337,  位置Z：-0.3635139,  身体角度：275.412,  头部角度：270.6142
位置X：-8.565626,  位置Y：0.08333337,  位置Z：-0.3516998,  身体角度：274.863,  头部角度：270.6155
位置X：-8.207811,  位置Y：0.08333337,  位置Z：-0.3693218,  身体角度：274.863,  头部角度：270.619
位置X：-8.182156,  位置Y：0.08333337,  位置Z：-0.370615,  身体角度：274.863,  头部角度：270.6199
位置X：-8.507692,  位置Y：0.08333337,  位置Z：-0.3482838,  身体角度：274.857,  头部角度：270.6215
位置X：-8.120771,  位置Y：0.08333337,  位置Z：-0.3758469,  身体角度：274.857,  头部角度：270.6234
位置X：-8.120771,  位置Y：0.08333337,  位置Z：-0.3758469,  身体角度：274.857,  头部角度：270.6259
位置X：-8.450533,  位置Y：0.08333337,  位置Z：-0.3559151,  身体角度：274.8626,  头部角度：270.6271
位置X：-8.062344,  位置Y：0.08333337,  位置Z：-0.380825,  身体角度：274.8626,  头部角度：270.6287
位置X：-8.315804,  位置Y：0.08333337,  位置Z：-0.3692665,  身体角度：275.1242,  头部角度：270.6306
位置X：-7.930777,  位置Y：0.08333337,  位置Z：-0.3920364,  身体角度：275.1242,  头部角度：270.6324
位置X：-7.930777,  位置Y：0.08333337,  位置Z：-0.3920364,  身体角度：275.1242,  头部角度：270.634
位置X：-8.254141,  位置Y：0.08333337,  位置Z：-0.3792667,  身体角度：275.3541,  头部角度：270.6349
位置X：-7.868994,  位置Y：0.08333337,  位置Z：-0.3973026,  身体角度：275.3541,  头部角度：270.6377
位置X：-7.868994,  位置Y：0.08333337,  位置Z：-0.3973026,  身体角度：275.3541,  头部角度：270.6395
位置X：-8.178644,  位置Y：0.08333337,  位置Z：-0.3606243,  身体角度：275.3021,  头部角度：270.6398
位置X：-7.795706,  位置Y：0.08333337,  位置Z：-0.4035473,  身体角度：275.3021,  头部角度：270.6404
位置X：-8.11025,  位置Y：0.08333337,  位置Z：-0.3907452,  身体角度：274.9644,  头部角度：270.6422
位置X：-7.72291,  位置Y：0.08333337,  位置Z：-0.4097519,  身体角度：274.9644,  头部角度：270.6435
位置X：-7.72291,  位置Y：0.08333337,  位置Z：-0.4097519,  身体角度：274.9644,  头部角度：270.6447
位置X：-8.046698,  位置Y：0.08333337,  位置Z：-0.3824387,  身体角度：274.8896,  头部角度：270.6459
位置X：-8.07704,  位置Y：0.08333337,  位置Z：-0.3927097,  身体角度：271.8855,  头部角度：270.6471
位置X：-8.056965,  位置Y：0.08333337,  位置Z：-0.3943958,  身体角度：271.8855,  头部角度：270.648
位置X：-7.997524,  位置Y：0.08333337,  位置Z：-0.3985615,  身体角度：271.8855,  头部角度：270.6489
位置X：-7.923738,  位置Y：0.08333337,  位置Z：-0.4152489,  身体角度：269.7267,  头部角度：270.6486
位置X：-7.875429,  位置Y：0.08333337,  位置Z：-0.417902,  身体角度：269.7267,  头部角度：270.6486
位置X：-7.745432,  位置Y：0.08333337,  位置Z：-0.4083767,  身体角度：271.2281,  头部角度：270.6483
位置X：-7.661688,  位置Y：0.08333337,  位置Z：-0.4160824,  身体角度：271.2281,  头部角度：270.6492
位置X：-7.48852,  位置Y：0.08333337,  位置Z：-0.4310017,  身体角度：271.2281,  头部角度：270.6474
位置X：-7.62623,  位置Y：0.08333337,  位置Z：-0.401186,  身体角度：274.1228,  头部角度：270.6486
位置X：-7.43574,  位置Y：0.08333337,  位置Z：-0.4256153,  身体角度：274.1228,  头部角度：270.6474
位置X：-7.492903,  位置Y：0.08333337,  位置Z：-0.4137745,  身体角度：274.7352,  头部角度：270.6465
位置X：-7.373055,  位置Y：0.08333337,  位置Z：-0.4290714,  身体角度：274.7352,  头部角度：270.6459
位置X：-7.33075,  位置Y：0.08333337,  位置Z：-0.4532223,  身体角度：274.8116,  头部角度：270.6435
位置X：-7.107897,  位置Y：0.08333337,  位置Z：-0.4662628,  身体角度：274.8116,  头部角度：270.6416
位置X：-7.233961,  位置Y：0.08333337,  位置Z：-0.4594154,  身体角度：275.0098,  头部角度：270.641
位置X：-7.03241,  位置Y：0.08333337,  位置Z：-0.4722881,  身体角度：275.0098,  头部角度：270.6392
位置X：-7.129898,  位置Y：0.08333337,  位置Z：-0.4674339,  身体角度：275.1682,  头部角度：270.6367
位置X：-7.145271,  位置Y：0.08333337,  位置Z：-0.4660435,  身体角度：275.1682,  头部角度：270.6364
位置X：-7.116928,  位置Y：0.08333337,  位置Z：-0.4675694,  身体角度：275.1682,  头部角度：270.6337
位置X：-7.155256,  位置Y：0.08333337,  位置Z：-0.468256,  身体角度：274.7523,  头部角度：270.6315
位置X：-7.129622,  位置Y：0.08333337,  位置Z：-0.4695854,  身体角度：274.7523,  头部角度：270.6299
位置X：-7.075562,  位置Y：0.08333337,  位置Z：-0.4737129,  身体角度：274.667,  头部角度：270.6287
位置X：-7.030958,  位置Y：0.08333337,  位置Z：-0.4765453,  身体角度：274.667,  头部角度：270.6265
位置X：-6.853151,  位置Y：0.08333337,  位置Z：-0.4868469,  身体角度：274.7487,  头部角度：270.6218
位置X：-6.764843,  位置Y：0.08333337,  位置Z：-0.4937248,  身体角度：274.7487,  头部角度：270.6208
位置X：-6.788229,  位置Y：0.08333337,  位置Z：-0.490345,  身体角度：274.8333,  头部角度：270.619
位置X：-6.531214,  位置Y：0.08333337,  位置Z：-0.5116863,  身体角度：274.8333,  头部角度：270.6158
位置X：-6.402262,  位置Y：0.08333337,  位置Z：-0.5224094,  身体角度：274.8333,  头部角度：270.6136
位置X：-6.651346,  位置Y：0.08333337,  位置Z：-0.4683609,  身体角度：274.5194,  头部角度：270.6123
位置X：-6.453959,  位置Y：0.08333337,  位置Z：-0.5035095,  身体角度：274.5194,  头部角度：270.6104
位置X：-6.667139,  位置Y：0.08333337,  位置Z：-0.4009819,  身体角度：274.9737,  头部角度：270.6
位置X：-6.516018,  位置Y：0.08333337,  位置Z：-0.4129467,  身体角度：274.9737,  头部角度：270.5967
位置X：-6.305292,  位置Y：0.08333337,  位置Z：-0.4297333,  身体角度：274.9737,  头部角度：270.5922
位置X：-6.657827,  位置Y：0.08333337,  位置Z：-0.3550072,  身体角度：274.8536,  头部角度：270.5862
位置X：-6.405453,  位置Y：0.08333337,  位置Z：-0.3678246,  身体角度：274.8536,  头部角度：270.5822
位置X：-6.2707,  位置Y：0.08333337,  位置Z：-0.3749371,  身体角度：274.8536,  头部角度：270.5761
位置X：-6.655375,  位置Y：0.08333337,  位置Z：-0.303009,  身体角度：274.8316,  头部角度：270.573
位置X：-6.438881,  位置Y：0.08333337,  位置Z：-0.3142796,  身体角度：274.8316,  头部角度：270.5685
位置X：-6.266321,  位置Y：0.08333337,  位置Z：-0.3235474,  身体角度：274.8316,  头部角度：270.5641
位置X：-6.660206,  位置Y：0.08333337,  位置Z：-0.2100315,  身体角度：274.8624,  头部角度：270.5609
位置X：-6.674215,  位置Y：0.08333337,  位置Z：-0.2088394,  身体角度：274.8624,  头部角度：270.5564
位置X：-6.654593,  位置Y：0.08333337,  位置Z：-0.2105198,  身体角度：274.8624,  头部角度：270.5536
位置X：-6.727976,  位置Y：0.08333337,  位置Z：-0.1478672,  身体角度：274.9645,  头部角度：270.5525
位置X：-6.70896,  位置Y：0.08333337,  位置Z：-0.1495571,  身体角度：274.9645,  头部角度：270.5493
位置X：-6.647852,  位置Y：0.08333337,  位置Z：-0.154953,  身体角度：274.9645,  头部角度：270.5471
位置X：-6.716375,  位置Y：0.08333337,  位置Z：-0.09135056,  身体角度：274.9005,  头部角度：270.5471
位置X：-6.705208,  位置Y：0.08333337,  位置Z：0.04648399,  身体角度：274.0298,  头部角度：270.4289
位置X：-6.617918,  位置Y：0.08333337,  位置Z：0.04223251,  身体角度：274.0298,  头部角度：270.3805
位置X：-6.446409,  位置Y：0.08333337,  位置Z：0.03357315,  身体角度：274.0298,  头部角度：270.325
位置X：-6.652205,  位置Y：0.08333337,  位置Z：0.1142998,  身体角度：274.6992,  头部角度：270.302
位置X：-6.557653,  位置Y：0.08333337,  位置Z：0.105896,  身体角度：274.6992,  头部角度：270.2853
位置X：-6.359932,  位置Y：0.08333337,  位置Z：0.08842087,  身体角度：274.6992,  头部角度：270.2762
位置X：-6.625181,  位置Y：0.08333337,  位置Z：0.1682911,  身体角度：275.0959,  头部角度：270.2846
位置X：-6.434237,  位置Y：0.08333337,  位置Z：0.1521492,  身体角度：275.0959,  头部角度：270.3171
位置X：-6.259069,  位置Y：0.08333337,  位置Z：0.1372795,  身体角度：275.0959,  头部角度：270.3522
位置X：-6.608685,  位置Y：0.08333337,  位置Z：0.2275524,  身体角度：274.9964,  头部角度：270.4025
位置X：-6.39361,  位置Y：0.08333337,  位置Z：0.2133598,  身体角度：274.9964,  头部角度：270.4605
位置X：-6.615974,  位置Y：0.08333337,  位置Z：0.2291603,  身体角度：274.6987,  头部角度：270.514
位置X：-6.410686,  位置Y：0.08333337,  位置Z：0.2149696,  身体角度：274.6987,  头部角度：270.5479
位置X：-6.221558,  位置Y：0.08333337,  位置Z：0.2017517,  身体角度：274.6987,  头部角度：270.5479
位置X：-6.221558,  位置Y：0.08333337,  位置Z：0.2017517,  身体角度：274.6987,  头部角度：270.5479
位置X：-6.614307,  位置Y：0.08333337,  位置Z：0.219595,  身体角度：274.5623,  头部角度：270.5479
位置X：-6.402037,  位置Y：0.08333337,  位置Z：0.2101288,  身体角度：274.5623,  头部角度：270.5493
位置X：-6.221558,  位置Y：0.08333337,  位置Z：0.2017517,  身体角度：274.5623,  头部角度：270.5479
位置X：-6.604696,  位置Y：0.08333337,  位置Z：0.2328358,  身体角度：274.7062,  头部角度：270.549
位置X：-6.353392,  位置Y：0.08333337,  位置Z：0.21245,  身体角度：274.7062,  头部角度：270.5493
位置X：-6.221558,  位置Y：0.08333337,  位置Z：0.2017517,  身体角度：274.7062,  头部角度：270.5493
位置X：-6.622353,  位置Y：0.08333337,  位置Z：0.2363052,  身体角度：274.8377,  头部角度：270.5493
位置X：-6.636618,  位置Y：0.08333337,  位置Z：0.2375126,  身体角度：274.8377,  头部角度：270.5493
位置X：-6.697329,  位置Y：0.08333337,  位置Z：0.2427254,  身体角度：274.8406,  头部角度：270.5479
位置X：-6.653753,  位置Y：0.08333337,  位置Z：0.2389355,  身体角度：274.8406,  头部角度：270.5493
位置X：-6.693171,  位置Y：0.08333337,  位置Z：0.2409649,  身体角度：274.7103,  头部角度：270.5493
位置X：-6.647928,  位置Y：0.08333337,  位置Z：0.237196,  身体角度：274.7103,  头部角度：270.5479
位置X：-6.552744,  位置Y：0.08333337,  位置Z：0.2292767,  身体角度：274.7103,  头部角度：270.5479
位置X：-6.483494,  位置Y：0.08333337,  位置Z：0.2235165,  身体角度：274.7103,  头部角度：270.5479
位置X：-6.65637,  位置Y：0.08333337,  位置Z：0.2393017,  身体角度：274.7942,  头部角度：270.5479
位置X：-6.580431,  位置Y：0.08333337,  位置Z：0.2327194,  身体角度：274.7942,  头部角度：270.5479
位置X：-6.451557,  位置Y：0.08333337,  位置Z：0.2215786,  身体角度：274.7942,  头部角度：270.5479
位置X：-6.645061,  位置Y：0.08333337,  位置Z：0.2386284,  身体角度：274.8305,  头部角度：270.5479
位置X：-6.546358,  位置Y：0.08333337,  位置Z：0.2300148,  身体角度：274.8305,  头部角度：270.5479
位置X：-6.391001,  位置Y：0.08333337,  位置Z：0.2164783,  身体角度：274.8305,  头部角度：270.5479
位置X：-6.636255,  位置Y：0.08333337,  位置Z：0.240778,  身体角度：275.0677,  头部角度：270.5479
位置X：-6.38102,  位置Y：0.08333337,  位置Z：0.216711,  身体角度：275.0677,  头部角度：270.5479
位置X：-6.496252,  位置Y：0.08333337,  位置Z：0.2440891,  身体角度：274.6082,  头部角度：270.5479
位置X：-6.229143,  位置Y：0.08333337,  位置Z：0.2074261,  身体角度：274.6082,  头部角度：270.5155
位置X：-6.433447,  位置Y：0.08333337,  位置Z：0.2043171,  身体角度：274.6947,  头部角度：270.4902
位置X：-6.251886,  位置Y：0.08333337,  位置Z：0.1963978,  身体角度：274.6947,  头部角度：270.4731
位置X：-6.050104,  位置Y：0.08333337,  位置Z：0.1871414,  身体角度：274.6947,  头部角度：270.4524
位置X：-6.050104,  位置Y：0.08333337,  位置Z：0.1871414,  身体角度：274.6947,  头部角度：270.4334
位置X：-6.374643,  位置Y：0.08333337,  位置Z：0.2102222,  身体角度：274.7927,  头部角度：270.4178
位置X：-6.164164,  位置Y：0.08333337,  位置Z：0.1948376,  身体角度：274.7927,  头部角度：270.4016
位置X：-5.989372,  位置Y：0.08333337,  位置Z：0.1819649,  身体角度：274.7927,  头部角度：270.382
位置X：-6.318689,  位置Y：0.08333337,  位置Z：0.1925945,  身体角度：274.7892,  头部角度：270.3685
位置X：-6.078138,  位置Y：0.08333337,  位置Z：0.1831818,  身体角度：274.7892,  头部角度：270.3561
位置X：-6.157686,  位置Y：0.08333337,  位置Z：0.1933155,  身体角度：274.5819,  头部角度：270.325
位置X：-5.918964,  位置Y：0.08333337,  位置Z：0.1748238,  身体角度：274.5819,  头部角度：270.3177
位置X：-5.769352,  位置Y：0.08333337,  位置Z：0.1632156,  身体角度：274.5819,  头部角度：270.3103
位置X：-6.099234,  位置Y：0.08333337,  位置Z：0.1898861,  身体角度：274.4352,  头部角度：270.3026
位置X：-6.117025,  位置Y：0.08333337,  位置Z：0.191267,  身体角度：274.4352,  头部角度：270.3
位置X：-6.103783,  位置Y：0.08333337,  位置Z：0.1927395,  身体角度：274.6815,  头部角度：270.2993
位置X：-6.084831,  位置Y：0.08333337,  位置Z：0.1910172,  身体角度：274.6815,  头部角度：270.3007
位置X：-6.031317,  位置Y：0.08333337,  位置Z：0.1862869,  身体角度：274.6815,  头部角度：270.3077
位置X：-6.033911,  位置Y：0.08333337,  位置Z：0.188446,  身体角度：274.8874,  头部角度：270.3122
位置X：-5.986494,  位置Y：0.08333337,  位置Z：0.1840782,  身体角度：274.8874,  头部角度：270.3214
位置X：-5.891054,  位置Y：0.08333337,  位置Z：0.1753521,  身体角度：274.8874,  头部角度：270.3316
位置X：-5.952944,  位置Y：0.08333337,  位置Z：0.180397,  身体角度：274.9008,  头部角度：270.3409
位置X：-5.866417,  位置Y：0.08333337,  位置Z：0.1726971,  身体角度：274.9008,  头部角度：270.3544
位置X：-5.73543,  位置Y：0.08333337,  位置Z：0.1610699,  身体角度：274.9008,  头部角度：270.3727
位置X：-5.867214,  位置Y：0.08333337,  位置Z：0.1717129,  身体角度：274.8757,  头部角度：270.3867
位置X：-5.72719,  位置Y：0.08333337,  位置Z：0.1597233,  身体角度：274.8757,  头部角度：270.4064
位置X：-5.521297,  位置Y：0.08333337,  位置Z：0.1421032,  身体角度：274.8757,  头部角度：270.4312
位置X：-5.764935,  位置Y：0.08333337,  位置Z：0.1488247,  身体角度：275.3718,  头部角度：270.4511
位置X：-5.634317,  位置Y：0.08333337,  位置Z：0.1426849,  身体角度：275.3718,  头部角度：270.4665
位置X：-5.434355,  位置Y：0.08333337,  位置Z：0.1326675,  身体角度：275.3718,  头部角度：270.4886
位置X：-5.693655,  位置Y：0.08333337,  位置Z：0.1616859,  身体角度：274.7975,  头部角度：270.5063
位置X：-5.528942,  位置Y：0.08333337,  位置Z：0.1454067,  身体角度：274.7975,  头部角度：270.5245
位置X：-5.635834,  位置Y：0.08333337,  位置Z：0.1329918,  身体角度：274.7704,  头部角度：270.5453
位置X：-5.248613,  位置Y：0.08333337,  位置Z：0.1188393,  身体角度：274.7704,  头部角度：270.5945
位置X：-5.248613,  位置Y：0.08333337,  位置Z：0.1188393,  身体角度：274.7704,  头部角度：270.5974
位置X：-5.574753,  位置Y：0.08333337,  位置Z：0.139267,  身体角度：274.5201,  头部角度：270.5948
位置X：-5.387701,  位置Y：0.08333337,  位置Z：0.126955,  身体角度：274.5201,  头部角度：270.5941
位置X：-5.188339,  位置Y：0.08333337,  位置Z：0.1137028,  身体角度：274.5201,  头部角度：270.5928
位置X：-5.51803,  位置Y：0.08333337,  位置Z：0.1537476,  身体角度：274.6951,  头部角度：270.5905
位置X：-5.534594,  位置Y：0.08333337,  位置Z：0.1551075,  身体角度：274.6951,  头部角度：270.5882
位置X：-5.509695,  位置Y：0.08333337,  位置Z：0.1517487,  身体角度：274.6951,  头部角度：270.5855
位置X：-5.546755,  位置Y：0.08333337,  位置Z：0.153965,  身体角度：274.7399,  头部角度：270.5845
位置X：-5.529833,  位置Y：0.08333337,  位置Z：0.1519222,  身体角度：274.7399,  头部角度：270.5835
位置X：-5.487419,  位置Y：0.08333337,  位置Z：0.1452885,  身体角度：274.6194,  头部角度：270.5811
位置X：-5.41539,  位置Y：0.08333337,  位置Z：0.1379738,  身体角度：274.6194,  头部角度：270.5788
位置X：-5.337328,  位置Y：0.08333337,  位置Z：0.1302185,  身体角度：274.6194,  头部角度：270.5771
位置X：-5.2701,  位置Y：0.08333337,  位置Z：0.1235771,  身体角度：274.6194,  头部角度：270.575
位置X：-5.385281,  位置Y：0.08333337,  位置Z：0.1339817,  身体角度：274.8154,  头部角度：270.5737
位置X：-5.310074,  位置Y：0.08333337,  位置Z：0.1268845,  身体角度：274.8154,  头部角度：270.5716
位置X：-5.187029,  位置Y：0.08333337,  位置Z：0.1153603,  身体角度：274.8154,  头部角度：270.5713
位置X：-5.290144,  位置Y：0.08333337,  位置Z：0.1233158,  身体角度：274.8602,  头部角度：270.5682
位置X：-5.182165,  位置Y：0.08333337,  位置Z：0.1138515,  身体角度：274.8602,  头部角度：270.5682
位置X：-5.232504,  位置Y：0.08333337,  位置Z：0.1178684,  身体角度：274.8539,  头部角度：270.5644
位置X：-5.050924,  位置Y：0.08333337,  位置Z：0.1022129,  身体角度：274.8539,  头部角度：270.4981
位置X：-4.868498,  位置Y：0.08333337,  位置Z：0.08649445,  身体角度：274.8539,  头部角度：270.4441
位置X：-5.187672,  位置Y：0.08333337,  位置Z：0.1269379,  身体角度：274.6695,  头部角度：270.3816
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.6695,  头部角度：270.2993
位置X：-5.186741,  位置Y：0.08333337,  位置Z：0.1193123,  身体角度：274.6403,  头部角度：270.2812
位置X：-5.009731,  位置Y：0.08333337,  位置Z：0.1014156,  身体角度：274.6403,  头部角度：270.2776
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.6403,  头部角度：270.2901
位置X：-5.191496,  位置Y：0.08333337,  位置Z：0.1092758,  身体角度：274.7505,  头部角度：270.3122
位置X：-4.970133,  位置Y：0.08333337,  位置Z：0.09319115,  身体角度：274.7505,  头部角度：270.3392
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.7505,  头部角度：270.3826
位置X：-5.190716,  位置Y：0.08333337,  位置Z：0.1148224,  身体角度：274.7105,  头部角度：270.4215
位置X：-4.8908,  位置Y：0.08333337,  位置Z：0.08852577,  身体角度：274.7105,  头部角度：270.4748
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.7105,  头部角度：270.526
位置X：-5.193258,  位置Y：0.08333337,  位置Z：0.102087,  身体角度：274.8357,  头部角度：270.5479
位置X：-4.918516,  位置Y：0.08333337,  位置Z：0.08741379,  身体角度：274.8357,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8357,  头部角度：270.5479
位置X：-5.19268,  位置Y：0.08333337,  位置Z：0.1120186,  身体角度：274.7754,  头部角度：270.5479
位置X：-4.894732,  位置Y：0.08333337,  位置Z：0.08823967,  身体角度：274.7754,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.7754,  头部角度：270.5479
位置X：-5.194626,  位置Y：0.08333337,  位置Z：0.08408546,  身体角度：275.0471,  头部角度：270.5479
位置X：-4.840532,  位置Y：0.08333337,  位置Z：0.0817852,  身体角度：275.0471,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：275.0471,  头部角度：270.5479
位置X：-5.185282,  位置Y：0.08333337,  位置Z：0.1266136,  身体角度：274.6537,  头部角度：270.5479
位置X：-4.835999,  位置Y：0.08333337,  位置Z：0.08454132,  身体角度：274.6537,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.6537,  头部角度：270.5479
位置X：-5.184193,  位置Y：0.08333337,  位置Z：0.1276226,  身体角度：274.5796,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.5796,  头部角度：270.5479
位置X：-5.183882,  位置Y：0.08333337,  位置Z：0.129467,  身体角度：274.5576,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.5576,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.5576,  头部角度：270.5479
位置X：-5.181541,  位置Y：0.08333337,  位置Z：0.1337414,  身体角度：274.4184,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.4184,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.4184,  头部角度：270.5479
位置X：-5.203976,  位置Y：0.08333337,  位置Z：0.1018829,  身体角度：274.9824,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.9824,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.9824,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.9824,  头部角度：270.5479
位置X：-5.193159,  位置Y：0.08333337,  位置Z：0.1126995,  身体角度：274.8412,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8412,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8412,  头部角度：270.5479
位置X：-5.192169,  位置Y：0.08333337,  位置Z：0.1078491,  身体角度：274.8577,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8577,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8577,  头部角度：270.5479
位置X：-5.192987,  位置Y：0.08333337,  位置Z：0.1074085,  身体角度：274.8715,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8715,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8715,  头部角度：270.5479
位置X：-5.192188,  位置Y：0.08333337,  位置Z：0.1082687,  身体角度：274.8449,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8449,  头部角度：270.5479
位置X：-5.191992,  位置Y：0.08333337,  位置Z：0.1089439,  身体角度：274.824,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.824,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.824,  头部角度：270.5479
位置X：-5.191622,  位置Y：0.08333337,  位置Z：0.1096859,  身体角度：274.8024,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8024,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8024,  头部角度：270.5479
位置X：-5.189604,  位置Y：0.08333337,  位置Z：0.1139374,  身体角度：274.72,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.72,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.72,  头部角度：270.5479
位置X：-5.191542,  位置Y：0.08333337,  位置Z：0.09322166,  身体角度：274.8288,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8288,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8288,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8288,  头部角度：270.5479
位置X：-5.190294,  位置Y：0.08333337,  位置Z：0.0931778,  身体角度：274.8298,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8298,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8298,  头部角度：270.5479
位置X：-5.190142,  位置Y：0.08333337,  位置Z：0.09251022,  身体角度：274.8297,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8297,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8297,  头部角度：270.5479
位置X：-5.190187,  位置Y：0.08333337,  位置Z：0.09229088,  身体角度：274.8312,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8312,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8312,  头部角度：270.5479
位置X：-5.190184,  位置Y：0.08333337,  位置Z：0.09252739,  身体角度：274.832,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.832,  头部角度：270.5479
位置X：-5.190174,  位置Y：0.08333337,  位置Z：0.09254265,  身体角度：274.8319,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8319,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8319,  头部角度：270.5479
位置X：-5.190172,  位置Y：0.08333337,  位置Z：0.09251595,  身体角度：274.8318,  头部角度：270.5479
位置X：-4.810556,  位置Y：0.08333337,  位置Z：0.08150864,  身体角度：274.8318,  头部角度：270.5479
