位置X：-30.2,  位置Y：0.01221865,  位置Z：-19.66,  身体角度：-3.276394E-06,  头部角度：270.8016
位置X：-30.12255,  位置Y：-0.0004479321,  位置Z：-48.3667,  身体角度：125.0978,  头部角度：270.5482
位置X：-30.12224,  位置Y：-0.0004855634,  位置Z：-48.36692,  身体角度：125.0978,  头部角度：270.5482
位置X：-30.12232,  位置Y：-0.0004752769,  位置Z：-48.36686,  身体角度：125.0978,  头部角度：270.5482
位置X：-30.12258,  位置Y：-0.1302733,  位置Z：-48.36642,  身体角度：125.1611,  头部角度：270.5482
位置X：-30.10382,  位置Y：-0.00144338,  位置Z：-48.44267,  身体角度：125.1611,  头部角度：270.5482
位置X：-30.1123,  位置Y：-0.000427548,  位置Z：-48.43669,  身体角度：125.1611,  头部角度：270.5482
位置X：-30.11227,  位置Y：-0.1341851,  位置Z：-48.43646,  身体角度：125.2245,  头部角度：270.5482
位置X：-30.10177,  位置Y：-0.0004564041,  位置Z：-48.50613,  身体角度：125.2245,  头部角度：270.5482
位置X：-30.1015,  位置Y：-0.0004876428,  位置Z：-48.50632,  身体角度：125.2245,  头部角度：270.5482
位置X：-30.10163,  位置Y：-0.0004726318,  位置Z：-48.50623,  身体角度：125.2245,  头部角度：270.5482
位置X：-30.10246,  位置Y：-0.1380539,  位置Z：-48.50539,  身体角度：125.2878,  头部角度：270.5482
位置X：-30.0927,  位置Y：-0.0004432192,  位置Z：-48.56776,  身体角度：125.2878,  头部角度：270.5482
位置X：-30.09254,  位置Y：-0.0004611159,  位置Z：-48.56787,  身体角度：125.2878,  头部角度：270.5482
位置X：-30.09271,  位置Y：-0.0004417592,  位置Z：-48.56775,  身体角度：125.2878,  头部角度：270.5482
位置X：-30.09357,  位置Y：-0.1419459,  位置Z：-48.56689,  身体角度：125.3512,  头部角度：270.5482
位置X：-30.08425,  位置Y：-0.0004304839,  位置Z：-48.62525,  身体角度：125.3512,  头部角度：270.5482
位置X：-30.08348,  位置Y：-0.000517727,  位置Z：-48.62579,  身体角度：125.3512,  头部角度：270.5482
位置X：-30.08427,  位置Y：-0.0004279097,  位置Z：-48.62523,  身体角度：125.3512,  头部角度：270.5482
位置X：-30.08443,  位置Y：-0.000409224,  位置Z：-48.62511,  身体角度：125.3512,  头部角度：270.5482
位置X：-30.08475,  位置Y：-0.1459019,  位置Z：-48.62464,  身体角度：125.4145,  头部角度：270.5482
位置X：-30.0669,  位置Y：-0.001316189,  位置Z：-48.69439,  身体角度：125.4145,  头部角度：270.5482
位置X：-30.07542,  位置Y：-0.1498135,  位置Z：-48.68808,  身体角度：125.4779,  头部角度：270.5482
位置X：-30.06542,  位置Y：-0.0004401225,  位置Z：-48.75129,  身体角度：125.4779,  头部角度：270.5482
位置X：-30.06548,  位置Y：-0.0004336853,  位置Z：-48.75125,  身体角度：125.4779,  头部角度：270.5482
位置X：-30.0656,  位置Y：-0.0004203819,  位置Z：-48.75117,  身体角度：125.4779,  头部角度：270.5482
位置X：-30.06555,  位置Y：-0.1538035,  位置Z：-48.75095,  身体角度：125.5413,  头部角度：270.5482
位置X：-30.0558,  位置Y：-0.01850985,  位置Z：-48.81676,  身体角度：125.5413,  头部角度：270.5482
位置X：-30.05448,  位置Y：-0.000428187,  位置Z：-48.82557,  身体角度：125.5413,  头部角度：270.5482
位置X：-30.0547,  位置Y：-0.0004044949,  位置Z：-48.82541,  身体角度：125.5413,  头部角度：270.5482
位置X：-30.05513,  位置Y：-0.1576592,  位置Z：-48.82484,  身体角度：125.6047,  头部角度：270.5482
位置X：-30.04549,  位置Y：-0.007228103,  位置Z：-48.88668,  身体角度：125.6047,  头部角度：270.5482
位置X：-30.04481,  位置Y：-0.0004436238,  位置Z：-48.88965,  身体角度：125.6047,  头部角度：270.5482
位置X：-30.04548,  位置Y：-0.000372325,  位置Z：-48.88918,  身体角度：125.6047,  头部角度：270.5482
位置X：-30.04564,  位置Y：-0.000355356,  位置Z：-48.88906,  身体角度：125.6047,  头部角度：270.5482
位置X：-30.04575,  位置Y：-0.1615698,  位置Z：-48.88873,  身体角度：125.6681,  头部角度：270.5482
位置X：-30.03542,  位置Y：-0.000449637,  位置Z：-48.95238,  身体角度：125.6681,  头部角度：270.5482
位置X：-30.02741,  位置Y：-0.1664386,  位置Z：-48.95788,  身体角度：125.7316,  头部角度：270.5482
位置X：-30.01304,  位置Y：-0.08135089,  位置Z：-49.07352,  身体角度：125.7316,  头部角度：270.5482
位置X：-30.00178,  位置Y：-0.0004157808,  位置Z：-49.1815,  身体角度：125.7316,  头部角度：270.5482
位置X：-30.00209,  位置Y：-0.0003835894,  位置Z：-49.18127,  身体角度：125.7316,  头部角度：270.5482
位置X：-30.00235,  位置Y：-0.1694324,  位置Z：-49.18083,  身体角度：125.795,  头部角度：270.5482
位置X：-29.99426,  位置Y：-0.04120686,  位置Z：-49.23247,  身体角度：125.795,  头部角度：270.5482
位置X：-29.9916,  位置Y：-0.0004305506,  位置Z：-49.24895,  身体角度：125.795,  头部角度：270.5482
位置X：-29.99205,  位置Y：-0.0003854237,  位置Z：-49.24862,  身体角度：125.795,  头部角度：270.5482
位置X：-29.99233,  位置Y：-0.0003578131,  位置Z：-49.24842,  身体角度：125.795,  头部角度：270.5482
位置X：-29.99262,  位置Y：-0.1733291,  位置Z：-49.24796,  身体角度：125.8585,  头部角度：270.5482
位置X：-29.98324,  位置Y：-0.01683906,  位置Z：-49.30624,  身体角度：125.8585,  头部角度：270.5482
位置X：-29.9824,  位置Y：-0.000405713,  位置Z：-49.31225,  身体角度：125.8585,  头部角度：270.5482
位置X：-29.98307,  位置Y：-0.0003392592,  位置Z：-49.31176,  身体角度：125.8585,  头部角度：270.5482
位置X：-29.98336,  位置Y：-0.1772356,  位置Z：-49.3113,  身体角度：125.9219,  头部角度：270.5482
位置X：-29.97438,  位置Y：-0.02193038,  位置Z：-49.36607,  身体角度：125.9219,  头部角度：270.5482
位置X：-29.97368,  位置Y：-0.1812149,  位置Z：-49.37301,  身体角度：125.9854,  头部角度：270.5482
位置X：-29.95471,  位置Y：-0.001140087,  位置Z：-49.452,  身体角度：125.9854,  头部角度：270.5482
位置X：-29.96353,  位置Y：-0.0003007495,  位置Z：-49.44559,  身体角度：125.9854,  头部角度：270.5482
位置X：-29.96317,  位置Y：-0.0003351058,  位置Z：-49.44585,  身体角度：125.9854,  头部角度：270.5482
位置X：-29.96327,  位置Y：-0.0003256515,  位置Z：-49.44578,  身体角度：125.9854,  头部角度：270.5482
位置X：-29.96348,  位置Y：-0.1850795,  位置Z：-49.44537,  身体角度：126.0489,  头部角度：270.5482
位置X：-29.95458,  位置Y：-0.02895079,  位置Z：-49.49929,  身体角度：126.0489,  头部角度：270.5482
位置X：-29.95346,  位置Y：-0.0003706787,  位置Z：-49.50877,  身体角度：126.0489,  头部角度：270.5482
位置X：-29.95363,  位置Y：-0.000355292,  位置Z：-49.50864,  身体角度：126.0489,  头部角度：270.5482
位置X：-29.95422,  位置Y：-0.1889988,  位置Z：-49.50796,  身体角度：126.1124,  头部角度：270.5482
位置X：-29.94594,  位置Y：-0.04208379,  位置Z：-49.55782,  身体角度：126.1124,  头部角度：270.5482
位置X：-29.94432,  位置Y：-0.0003509547,  位置Z：-49.57143,  身体角度：126.1124,  头部角度：270.5482
位置X：-29.94508,  位置Y：-0.0002811847,  位置Z：-49.57088,  身体角度：126.1124,  头部角度：270.5482
位置X：-29.94449,  位置Y：-0.1929592,  位置Z：-49.57105,  身体角度：126.1759,  头部角度：270.5482
位置X：-29.9352,  位置Y：-0.0384642,  位置Z：-49.62904,  身体角度：126.1759,  头部角度：270.5482
位置X：-29.93364,  位置Y：-0.0003569491,  位置Z：-49.64279,  身体角度：126.1759,  头部角度：270.5482
位置X：-29.93424,  位置Y：-0.1968513,  位置Z：-49.6421,  身体角度：126.2394,  头部角度：270.5482
位置X：-29.91663,  位置Y：-0.0009845332,  位置Z：-49.71412,  身体角度：126.2394,  头部角度：270.5482
位置X：-29.92393,  位置Y：-0.0003456693,  位置Z：-49.70877,  身体角度：126.2394,  头部角度：270.5482
位置X：-29.92428,  位置Y：-0.0003151371,  位置Z：-49.70852,  身体角度：126.2394,  头部角度：270.5482
位置X：-29.92435,  位置Y：-0.2007812,  位置Z：-49.70821,  身体角度：126.303,  头部角度：270.5482
位置X：-29.91507,  位置Y：-0.03866507,  位置Z：-49.76465,  身体角度：126.303,  头部角度：270.5482
位置X：-29.91383,  位置Y：-0.0003351022,  位置Z：-49.77727,  身体角度：126.303,  头部角度：270.5482
位置X：-29.91462,  位置Y：-0.0002679302,  位置Z：-49.77669,  身体角度：126.303,  头部角度：270.5482
位置X：-29.91345,  位置Y：-0.2047649,  位置Z：-49.77729,  身体角度：126.3665,  头部角度：270.5482
位置X：-29.90419,  位置Y：-0.05885643,  位置Z：-49.83693,  身体角度：126.3665,  头部角度：270.5482
位置X：-29.90156,  位置Y：-0.0003324157,  位置Z：-49.86002,  身体角度：126.3665,  头部角度：270.5482
位置X：-29.90201,  位置Y：-0.0002942198,  位置Z：-49.85968,  身体角度：126.3665,  头部角度：270.5482
位置X：-29.90216,  位置Y：-0.0002814115,  位置Z：-49.85957,  身体角度：126.3665,  头部角度：270.5482
位置X：-29.90188,  位置Y：-0.2086271,  位置Z：-49.85952,  身体角度：126.4301,  头部角度：270.5482
位置X：-29.89378,  位置Y：-0.06641386,  位置Z：-49.90876,  身体角度：126.4301,  头部角度：270.5482
位置X：-29.89063,  位置Y：-0.0003623465,  位置Z：-49.93117,  身体角度：126.4301,  头部角度：270.5482
位置X：-29.89144,  位置Y：-0.2125428,  位置Z：-49.93031,  身体角度：126.4937,  头部角度：270.5482
位置X：-29.87271,  位置Y：-0.0009556936,  位置Z：-50.00712,  身体角度：126.4937,  头部角度：270.5482
位置X：-29.88078,  位置Y：-0.0003092687,  位置Z：-50.00114,  身体角度：126.4937,  头部角度：270.5482
位置X：-29.88176,  位置Y：-0.2164023,  位置Z：-50.00016,  身体角度：126.5573,  头部角度：270.5482
位置X：-29.87356,  位置Y：-0.05004431,  位置Z：-50.04551,  身体角度：126.5573,  头部角度：270.5482
位置X：-29.87255,  位置Y：-0.0002880017,  位置Z：-50.05797,  身体角度：126.5573,  头部角度：270.5482
位置X：-29.8724,  位置Y：-0.0002991954,  位置Z：-50.05808,  身体角度：126.5573,  头部角度：270.5482
位置X：-29.87307,  位置Y：-0.2203428,  位置Z：-50.05732,  身体角度：126.6209,  头部角度：270.5482
位置X：-29.8651,  位置Y：-0.06451611,  位置Z：-50.10255,  身体角度：126.6209,  头部角度：270.5482
位置X：-29.86302,  位置Y：-0.000308333,  位置Z：-50.12027,  身体角度：126.6209,  头部角度：270.5482
位置X：-29.86342,  位置Y：-0.0002774105,  位置Z：-50.11997,  身体角度：126.6209,  头部角度：270.5482
位置X：-29.86277,  位置Y：-0.2243476,  位置Z：-50.1202,  身体角度：126.6845,  头部角度：270.5482
位置X：-29.85416,  位置Y：-0.08090303,  位置Z：-50.17408,  身体角度：126.6845,  头部角度：270.5482
位置X：-29.84789,  位置Y：-0.08136957,  位置Z：-50.17875,  身体角度：126.6845,  头部角度：270.5475
位置X：-29.84131,  位置Y：-0.3098046,  位置Z：-50.1834,  身体角度：126.7481,  头部角度：270.5468
位置X：-29.8375,  位置Y：-0.3100812,  位置Z：-50.18624,  身体角度：126.7481,  头部角度：270.5461
位置X：-29.83378,  位置Y：-0.5422202,  位置Z：-50.18875,  身体角度：126.8118,  头部角度：270.5468
位置X：-29.82259,  位置Y：-0.5430114,  位置Z：-50.19713,  身体角度：126.8118,  头部角度：270.5518
位置X：-29.81931,  位置Y：-0.5432428,  位置Z：-50.19958,  身体角度：126.8118,  头部角度：270.556
位置X：-29.81652,  位置Y：-0.5434399,  位置Z：-50.20167,  身体角度：126.8118,  头部角度：270.5595
位置X：-29.81287,  位置Y：-0.5436983,  位置Z：-50.2044,  身体角度：126.8118,  头部角度：270.5648
位置X：-29.81003,  位置Y：-0.7851161,  位置Z：-50.20565,  身体角度：126.8644,  头部角度：270.5706
位置X：-29.80671,  位置Y：-0.7853803,  位置Z：-50.20814,  身体角度：126.8644,  头部角度：270.5754
位置X：-29.80282,  位置Y：-0.7856897,  位置Z：-50.21106,  身体角度：126.8644,  头部角度：270.5808
位置X：-29.79905,  位置Y：-0.7859897,  位置Z：-50.21389,  身体角度：126.8644,  头部角度：270.5862
位置X：-29.79547,  位置Y：-0.7862741,  位置Z：-50.21657,  身体角度：126.8644,  头部角度：270.5898
位置X：-29.79298,  位置Y：-1.036132,  位置Z：-50.21663,  身体角度：126.8614,  头部角度：270.5941
位置X：-29.7885,  位置Y：-1.036566,  位置Z：-50.21999,  身体角度：126.8614,  头部角度：270.5991
位置X：-29.7844,  位置Y：-1.036962,  位置Z：-50.22306,  身体角度：126.8614,  头部角度：270.6039
位置X：-29.78047,  位置Y：-1.037343,  位置Z：-50.22602,  身体角度：126.8614,  头部角度：270.6091
位置X：-29.77747,  位置Y：-1.289776,  位置Z：-50.2264,  身体角度：126.8406,  头部角度：270.6123
位置X：-29.77432,  位置Y：-1.290127,  位置Z：-50.22876,  身体角度：126.8406,  头部角度：270.6155
位置X：-29.77058,  位置Y：-1.53838,  位置Z：-50.23124,  身体角度：126.9019,  头部角度：270.6202
位置X：-29.75847,  位置Y：-1.539713,  位置Z：-50.24033,  身体角度：126.9019,  头部角度：270.6318
位置X：-29.75336,  位置Y：-1.540275,  位置Z：-50.24416,  身体角度：126.9019,  头部角度：270.6361
位置X：-29.74889,  位置Y：-1.802919,  位置Z：-50.24496,  身体角度：126.836,  头部角度：270.6416
位置X：-29.7438,  位置Y：-1.803575,  位置Z：-50.24878,  身体角度：126.836,  头部角度：270.6456
位置X：-29.73961,  位置Y：-1.804113,  位置Z：-50.25191,  身体角度：126.836,  头部角度：270.6495
位置X：-29.73592,  位置Y：-1.804587,  位置Z：-50.25468,  身体角度：126.836,  头部角度：270.6519
位置X：-29.73236,  位置Y：-2.066538,  位置Z：-50.25526,  身体角度：126.7712,  头部角度：270.6555
位置X：-29.72886,  位置Y：-2.067024,  位置Z：-50.25788,  身体角度：126.7712,  头部角度：270.6582
位置X：-29.72508,  位置Y：-2.067547,  位置Z：-50.2607,  身体角度：126.7712,  头部角度：270.6612
位置X：-29.72186,  位置Y：-2.067994,  位置Z：-50.26311,  身体角度：126.7712,  头部角度：270.6644
位置X：-29.71823,  位置Y：-2.068496,  位置Z：-50.26582,  身体角度：126.7712,  头部角度：270.6662
位置X：-29.71469,  位置Y：-2.333675,  位置Z：-50.26635,  身体角度：126.6938,  头部角度：270.6697
位置X：-29.71127,  位置Y：-2.334178,  位置Z：-50.2689,  身体角度：126.6938,  头部角度：270.672
位置X：-29.70777,  位置Y：-2.334692,  位置Z：-50.2715,  身体角度：126.6938,  头部角度：270.6738
位置X：-29.70441,  位置Y：-2.598458,  位置Z：-50.2737,  身体角度：126.7538,  头部角度：270.6772
位置X：-29.69237,  位置Y：-2.600205,  位置Z：-50.28269,  身体角度：126.7538,  头部角度：270.6853
位置X：-29.68923,  位置Y：-2.600661,  位置Z：-50.28504,  身体角度：126.7538,  头部角度：270.6876
位置X：-29.68539,  位置Y：-2.601218,  位置Z：-50.28791,  身体角度：126.7538,  头部角度：270.6898
位置X：-29.68156,  位置Y：-2.875114,  位置Z：-50.28826,  身体角度：126.6478,  头部角度：270.693
位置X：-29.67836,  位置Y：-2.87561,  位置Z：-50.29064,  身体角度：126.6478,  头部角度：270.6952
位置X：-29.67436,  位置Y：-2.876228,  位置Z：-50.29361,  身体角度：126.6478,  头部角度：270.6969
位置X：-29.67076,  位置Y：-2.876786,  位置Z：-50.29629,  身体角度：126.6478,  头部角度：270.6994
位置X：-29.66668,  位置Y：-3.149058,  位置Z：-50.29858,  身体角度：126.6629,  头部角度：270.7028
位置X：-29.66294,  位置Y：-3.149632,  位置Z：-50.30136,  身体角度：126.6629,  头部角度：270.7036
位置X：-29.65921,  位置Y：-3.150205,  位置Z：-50.30414,  身体角度：126.6629,  头部角度：270.7069
位置X：-29.65574,  位置Y：-3.150738,  位置Z：-50.30672,  身体角度：126.6629,  头部角度：270.7089
位置X：-29.65222,  位置Y：-3.426322,  位置Z：-50.30903,  身体角度：126.7225,  头部角度：270.7105
位置X：-29.64906,  位置Y：-3.426802,  位置Z：-50.31139,  身体角度：126.7225,  头部角度：270.7119
位置X：-29.64521,  位置Y：-3.427386,  位置Z：-50.31426,  身体角度：126.7225,  头部角度：270.7149
位置X：-29.64195,  位置Y：-3.706848,  位置Z：-50.31638,  身体角度：126.782,  头部角度：270.7166
位置X：-29.63028,  位置Y：-3.7086,  位置Z：-50.3251,  身体角度：126.782,  头部角度：270.7228
位置X：-29.62715,  位置Y：-3.70907,  位置Z：-50.32745,  身体角度：126.782,  头部角度：270.7242
位置X：-29.62393,  位置Y：-3.709552,  位置Z：-50.32985,  身体角度：126.782,  头部角度：270.7269
位置X：-29.62088,  位置Y：-3.992903,  位置Z：-50.33183,  身体角度：126.8416,  头部角度：270.7282
位置X：-29.61722,  位置Y：-3.993445,  位置Z：-50.33457,  身体角度：126.8416,  头部角度：270.7306
位置X：-29.6133,  位置Y：-3.994026,  位置Z：-50.33751,  身体角度：126.8416,  头部角度：270.7317
位置X：-29.60995,  位置Y：-3.994522,  位置Z：-50.34001,  身体角度：126.8416,  头部角度：270.733
位置X：-29.60678,  位置Y：-3.994992,  位置Z：-50.34239,  身体角度：126.8416,  头部角度：270.7352
位置X：-29.60355,  位置Y：-4.282288,  位置Z：-50.34449,  身体角度：126.9011,  头部角度：270.7368
位置X：-29.59993,  位置Y：-4.282817,  位置Z：-50.34721,  身体角度：126.9011,  头部角度：270.7394
位置X：-29.59644,  位置Y：-4.283329,  位置Z：-50.34983,  身体角度：126.9011,  头部角度：270.7407
位置X：-29.59283,  位置Y：-4.283856,  位置Z：-50.35254,  身体角度：126.9011,  头部角度：270.7418
位置X：-29.58897,  位置Y：-4.575163,  位置Z：-50.35513,  身体角度：126.9607,  头部角度：270.7444
位置X：-29.58554,  位置Y：-4.575658,  位置Z：-50.3577,  身体角度：126.9607,  头部角度：270.746
位置X：-29.58214,  位置Y：-4.576151,  位置Z：-50.36027,  身体角度：126.9607,  头部角度：270.747
位置X：-29.57079,  位置Y：-4.872458,  位置Z：-50.36849,  身体角度：127.0203,  头部角度：270.7512
位置X：-29.56813,  位置Y：-4.872839,  位置Z：-50.3705,  身体角度：127.0203,  头部角度：270.7538
位置X：-29.56419,  位置Y：-4.873401,  位置Z：-50.37347,  身体角度：127.0203,  头部角度：270.7549
位置X：-29.56052,  位置Y：-4.873924,  位置Z：-50.37624,  身体角度：127.0203,  头部角度：270.7562
位置X：-29.5573,  位置Y：-5.172975,  位置Z：-50.37835,  身体角度：127.0799,  头部角度：270.7577
位置X：-29.55358,  位置Y：-5.173499,  位置Z：-50.38116,  身体角度：127.0799,  头部角度：270.7587
位置X：-29.54976,  位置Y：-5.174038,  位置Z：-50.38405,  身体角度：127.0799,  头部角度：270.7598
位置X：-29.5461,  位置Y：-5.174553,  位置Z：-50.38681,  身体角度：127.0799,  头部角度：270.7616
位置X：-29.54281,  位置Y：-5.175017,  位置Z：-50.3893,  身体角度：127.0799,  头部角度：270.7631
位置X：-29.53964,  位置Y：-5.477979,  位置Z：-50.39138,  身体角度：127.1395,  头部角度：270.7641
位置X：-29.5357,  位置Y：-5.478527,  位置Z：-50.39436,  身体角度：127.1395,  头部角度：270.7657
位置X：-29.53197,  位置Y：-5.479046,  位置Z：-50.39719,  身体角度：127.1395,  头部角度：270.7667
位置X：-29.52841,  位置Y：-5.479542,  位置Z：-50.39988,  身体角度：127.1395,  头部角度：270.7679
位置X：-29.52527,  位置Y：-5.786418,  位置Z：-50.40195,  身体角度：127.1991,  头部角度：270.7695
位置X：-29.52177,  位置Y：-5.7869,  位置Z：-50.40461,  身体角度：127.1991,  头部角度：270.7697
位置X：-29.50971,  位置Y：-6.09892,  位置Z：-50.41344,  身体角度：127.2588,  头部角度：270.774
位置X：-29.50655,  位置Y：-6.099349,  位置Z：-50.41585,  身体角度：127.2588,  头部角度：270.7753
位置X：-29.50263,  位置Y：-6.099879,  位置Z：-50.41883,  身体角度：127.2588,  头部角度：270.7763
位置X：-29.49926,  位置Y：-6.100337,  位置Z：-50.42139,  身体角度：127.2588,  头部角度：270.7771
位置X：-29.4962,  位置Y：-6.100752,  位置Z：-50.42372,  身体角度：127.2588,  头部角度：270.7776
位置X：-29.49247,  位置Y：-6.415545,  位置Z：-50.42624,  身体角度：127.3184,  头部角度：270.7798
位置X：-29.48907,  位置Y：-6.416,  位置Z：-50.42883,  身体角度：127.3184,  头部角度：270.7803
位置X：-29.48522,  位置Y：-6.416515,  位置Z：-50.43177,  身体角度：127.3184,  头部角度：270.7811
位置X：-29.48225,  位置Y：-6.416913,  位置Z：-50.43404,  身体角度：127.3184,  头部角度：270.7823
位置X：-29.47882,  位置Y：-6.735584,  位置Z：-50.43633,  身体角度：127.378,  头部角度：270.7821
位置X：-29.47539,  位置Y：-6.736037,  位置Z：-50.43895,  身体角度：127.378,  头部角度：270.7838
位置X：-29.47104,  位置Y：-6.736611,  位置Z：-50.44228,  身体角度：127.378,  头部角度：270.7849
位置X：-29.4677,  位置Y：-6.737051,  位置Z：-50.44482,  身体角度：127.378,  头部角度：270.7858
位置X：-29.46414,  位置Y：-6.737521,  位置Z：-50.44755,  身体角度：127.378,  头部角度：270.7858
位置X：-29.46074,  位置Y：-7.060108,  位置Z：-50.44983,  身体角度：127.4377,  头部角度：270.7871
位置X：-29.44922,  位置Y：-7.061607,  位置Z：-50.45865,  身体角度：127.4377,  头部角度：270.7898
位置X：-29.44631,  位置Y：-7.388049,  位置Z：-50.46056,  身体角度：127.4974,  头部角度：270.7901
位置X：-29.4431,  位置Y：-7.388461,  位置Z：-50.46302,  身体角度：127.4974,  头部角度：270.7901
位置X：-29.4397,  位置Y：-7.388896,  位置Z：-50.46563,  身体角度：127.4974,  头部角度：270.7906
位置X：-29.43605,  位置Y：-7.389366,  位置Z：-50.46843,  身体角度：127.4974,  头部角度：270.7921
位置X：-29.43252,  位置Y：-7.719805,  位置Z：-50.47082,  身体角度：127.5571,  头部角度：270.7921
位置X：-29.42909,  位置Y：-7.720239,  位置Z：-50.47346,  身体角度：127.5571,  头部角度：270.7928
位置X：-29.42188,  位置Y：-7.721151,  位置Z：-50.47901,  身体角度：127.5571,  头部角度：270.794
位置X：-29.41726,  位置Y：-8.055647,  位置Z：-50.48224,  身体角度：127.6168,  头部角度：270.7354
位置X：-29.41359,  位置Y：-8.056106,  位置Z：-50.48507,  身体角度：127.6168,  头部角度：270.6904
位置X：-29.40991,  位置Y：-8.056564,  位置Z：-50.48791,  身体角度：127.6168,  头部角度：270.6459
位置X：-29.40657,  位置Y：-8.05698,  位置Z：-50.49048,  身体角度：127.6168,  头部角度：270.6036
位置X：-29.40297,  位置Y：-8.057429,  位置Z：-50.49325,  身体角度：127.6168,  头部角度：270.5609
位置X：-29.39948,  位置Y：-8.395701,  位置Z：-50.49562,  身体角度：127.6765,  头部角度：270.5159
位置X：-29.39602,  位置Y：-8.396127,  位置Z：-50.4983,  身体角度：127.6765,  头部角度：270.4772
位置X：-29.38485,  位置Y：-8.73926,  位置Z：-50.5066,  身体角度：127.7362,  头部角度：270.3632
位置X：-29.38129,  位置Y：-8.739692,  位置Z：-50.50936,  身体角度：127.7362,  头部角度：270.3363
位置X：-29.37722,  位置Y：-8.740184,  位置Z：-50.51251,  身体角度：127.7362,  头部角度：270.3122
位置X：-29.37379,  位置Y：-8.740599,  位置Z：-50.51516,  身体角度：127.7362,  头部角度：270.3026
位置X：-29.37015,  位置Y：-8.74104,  位置Z：-50.51798,  身体角度：127.7362,  头部角度：270.3052
位置X：-29.36682,  位置Y：-9.087129,  位置Z：-50.52024,  身体角度：127.7959,  头部角度：270.3134
位置X：-29.3637,  位置Y：-9.087502,  位置Z：-50.52267,  身体角度：127.7959,  头部角度：270.3322
位置X：-29.35965,  位置Y：-9.087984,  位置Z：-50.5258,  身体角度：127.7959,  头部角度：270.3637
位置X：-29.35621,  位置Y：-9.088394,  位置Z：-50.52847,  身体角度：127.7959,  头部角度：270.3961
位置X：-29.35294,  位置Y：-9.438395,  位置Z：-50.53069,  身体角度：127.8557,  头部角度：270.4343
位置X：-29.34965,  位置Y：-9.438782,  位置Z：-50.53325,  身体角度：127.8557,  头部角度：270.4731
位置X：-29.34599,  位置Y：-9.439212,  位置Z：-50.53609,  身体角度：127.8557,  头部角度：270.5181
位置X：-29.34254,  位置Y：-9.439617,  位置Z：-50.53877,  身体角度：127.8557,  头部角度：270.5482
位置X：-29.33949,  位置Y：-9.439976,  位置Z：-50.54115,  身体角度：127.8557,  头部角度：270.5482
位置X：-29.33591,  位置Y：-9.79393,  位置Z：-50.5436,  身体角度：127.9154,  头部角度：270.5482
位置X：-29.32445,  位置Y：-9.795257,  位置Z：-50.55253,  身体角度：127.9154,  头部角度：270.5482
位置X：-29.32166,  位置Y：-10.15304,  位置Z：-50.55439,  身体角度：127.9752,  头部角度：270.5482
位置X：-29.31802,  位置Y：-10.15345,  位置Z：-50.55722,  身体角度：127.9752,  头部角度：270.5482
位置X：-29.31434,  位置Y：-10.15387,  位置Z：-50.5601,  身体角度：127.9752,  头部角度：270.5482
位置X：-29.3114,  位置Y：-10.15421,  位置Z：-50.56239,  身体角度：127.9752,  头部角度：270.5482
位置X：-29.30745,  位置Y：-10.51604,  位置Z：-50.56516,  身体角度：128.035,  头部角度：270.5482
位置X：-29.30383,  位置Y：-10.51645,  位置Z：-50.56799,  身体角度：128.035,  头部角度：270.5482
位置X：-29.30013,  位置Y：-10.51686,  位置Z：-50.57088,  身体角度：128.035,  头部角度：270.5482
位置X：-29.29713,  位置Y：-10.5172,  位置Z：-50.57322,  身体角度：128.035,  头部角度：270.5482
位置X：-29.29354,  位置Y：-10.5176,  位置Z：-50.57604,  身体角度：128.035,  头部角度：270.5482
位置X：-29.29032,  位置Y：-10.88327,  位置Z：-50.57823,  身体角度：128.0948,  头部角度：270.5482
位置X：-29.28698,  位置Y：-10.88364,  位置Z：-50.58085,  身体角度：128.0948,  头部角度：270.5482
位置X：-29.28356,  位置Y：-10.88402,  位置Z：-50.58353,  身体角度：128.0948,  头部角度：270.5482
位置X：-29.27996,  位置Y：-10.88441,  位置Z：-50.58635,  身体角度：128.0948,  头部角度：270.5482
位置X：-29.27676,  位置Y：-11.254,  位置Z：-50.58854,  身体角度：128.1546,  头部角度：270.5482
位置X：-29.26611,  位置Y：-11.25515,  位置Z：-50.5969,  身体角度：128.1546,  头部角度：270.5482
位置X：-29.26293,  位置Y：-11.2555,  位置Z：-50.5994,  身体角度：128.1546,  头部角度：270.5482
位置X：-29.26026,  位置Y：-11.62895,  位置Z：-50.60118,  身体角度：128.2144,  头部角度：270.5482
位置X：-29.25691,  位置Y：-11.6293,  位置Z：-50.60382,  身体角度：128.2144,  头部角度：270.5482
位置X：-29.25346,  位置Y：-11.62967,  位置Z：-50.60653,  身体角度：128.2144,  头部角度：270.5482
位置X：-29.25039,  位置Y：-11.63,  位置Z：-50.60895,  身体角度：128.2144,  头部角度：270.5482
位置X：-29.24666,  位置Y：-11.6304,  位置Z：-50.61189,  身体角度：128.2144,  头部角度：270.5482
位置X：-29.24336,  位置Y：-12.00783,  位置Z：-50.61416,  身体角度：128.2742,  头部角度：270.5482
位置X：-29.24058,  位置Y：-12.00812,  位置Z：-50.61636,  身体角度：128.2742,  头部角度：270.5482
位置X：-29.23651,  位置Y：-12.00855,  位置Z：-50.61956,  身体角度：128.2742,  头部角度：270.5482
