位置X：-38.23061,  位置Y：0.08333337,  位置Z：-23.60317,  身体角度：99.84705,  头部角度：270.6187
位置X：-38.83089,  位置Y：0.08333337,  位置Z：-20.45705,  身体角度：342.3488,  头部角度：270.5475
位置X：-38.8783,  位置Y：0.08333337,  位置Z：-20.52501,  身体角度：340.6284,  头部角度：270.5475
位置X：-38.88404,  位置Y：0.08333337,  位置Z：-20.50868,  身体角度：340.6284,  头部角度：270.5475
位置X：-38.94477,  位置Y：0.08333337,  位置Z：-20.56274,  身体角度：342.22,  头部角度：270.5475
位置X：-38.94993,  位置Y：0.08333337,  位置Z：-20.54664,  身体角度：342.22,  头部角度：270.5475
位置X：-39.01901,  位置Y：0.08333337,  位置Z：-20.60074,  身体角度：343.3472,  头部角度：270.5475
位置X：-39.02398,  位置Y：0.08333337,  位置Z：-20.58414,  身体角度：343.3472,  头部角度：270.5475
位置X：-39.02934,  位置Y：0.08333337,  位置Z：-20.56619,  身体角度：343.3472,  头部角度：270.5475
位置X：-39.09816,  位置Y：0.08333337,  位置Z：-20.62004,  身体角度：344.4662,  头部角度：270.5475
位置X：-39.10342,  位置Y：0.08333337,  位置Z：-20.60112,  身体角度：344.4662,  头部角度：270.5475
位置X：-39.17209,  位置Y：0.08333337,  位置Z：-20.65434,  身体角度：345.5768,  头部角度：270.5475
位置X：-39.24549,  位置Y：0.08333337,  位置Z：-20.68784,  身体角度：346.6787,  头部角度：270.5475
位置X：-39.24987,  位置Y：0.08333337,  位置Z：-20.66936,  身体角度：346.6787,  头部角度：270.5475
位置X：-39.31732,  位置Y：0.08333337,  位置Z：-20.72491,  身体角度：347.7718,  头部角度：270.5475
位置X：-39.32111,  位置Y：0.08333337,  位置Z：-20.70742,  身体角度：347.7718,  头部角度：270.5475
位置X：-39.38825,  位置Y：0.08333337,  位置Z：-20.76311,  身体角度：348.8559,  头部角度：270.5475
位置X：-39.39174,  位置Y：0.08333337,  位置Z：-20.74542,  身体角度：348.8559,  头部角度：270.5475
位置X：-39.45887,  位置Y：0.08333337,  位置Z：-20.79978,  身体角度：349.9308,  头部角度：270.5475
位置X：-39.46194,  位置Y：0.08333337,  位置Z：-20.7825,  身体角度：349.9308,  头部角度：270.5475
位置X：-39.5286,  位置Y：0.08333337,  位置Z：-20.83788,  身体角度：350.9964,  头部角度：270.5475
位置X：-39.53137,  位置Y：0.08333337,  位置Z：-20.82039,  身体角度：350.9964,  头部角度：270.5475
位置X：-39.53422,  位置Y：0.08333337,  位置Z：-20.8024,  身体角度：350.9964,  头部角度：270.5475
位置X：-39.60066,  位置Y：0.08333337,  位置Z：-20.85753,  身体角度：352.0526,  头部角度：270.5475
位置X：-39.60324,  位置Y：0.08333337,  位置Z：-20.83903,  身体角度：352.0526,  头部角度：270.5475
位置X：-39.67001,  位置Y：0.08333337,  位置Z：-20.88993,  身体角度：353.0992,  头部角度：270.5475
位置X：-39.67199,  位置Y：0.08333337,  位置Z：-20.87353,  身体角度：353.0992,  头部角度：270.5475
位置X：-39.7381,  位置Y：0.08333337,  位置Z：-20.92695,  身体角度：354.1362,  头部角度：270.5475
位置X：-39.73981,  位置Y：0.08333337,  位置Z：-20.91027,  身体角度：354.1362,  头部角度：270.5475
位置X：-39.8056,  位置Y：0.08333337,  位置Z：-20.96408,  身体角度：355.1636,  头部角度：270.5475
位置X：-39.80714,  位置Y：0.08333337,  位置Z：-20.94583,  身体角度：355.1636,  头部角度：270.5475
位置X：-39.87255,  位置Y：0.08333337,  位置Z：-21.00079,  身体角度：356.1812,  头部角度：270.5475
位置X：-39.87378,  位置Y：0.08333337,  位置Z：-20.98228,  身体角度：356.1812,  头部角度：270.5475
位置X：-39.93896,  位置Y：0.08333337,  位置Z：-21.03679,  身体角度：357.189,  头部角度：270.5475
位置X：-39.93985,  位置Y：0.08333337,  位置Z：-21.01869,  身体角度：357.189,  头部角度：270.5475
位置X：-40.00499,  位置Y：0.08333337,  位置Z：-21.06876,  身体角度：358.187,  头部角度：270.5475
位置X：-40.06971,  位置Y：0.08333337,  位置Z：-21.12123,  身体角度：359.1753,  头部角度：270.5475
位置X：-40.07028,  位置Y：0.08333337,  位置Z：-21.08204,  身体角度：359.1753,  头部角度：270.5475
位置X：-40.13472,  位置Y：0.08333337,  位置Z：-21.13367,  身体角度：0.1537899,  头部角度：270.5475
位置X：-40.13467,  位置Y：0.08333337,  位置Z：-21.11469,  身体角度：0.1537899,  头部角度：270.5475
位置X：-40.19882,  位置Y：0.08333337,  位置Z：-21.16817,  身体角度：1.122529,  头部角度：270.5475
位置X：-40.19848,  位置Y：0.08333337,  位置Z：-21.15068,  身体角度：1.122529,  头部角度：270.5475
位置X：-40.26236,  位置Y：0.08333337,  位置Z：-21.20431,  身体角度：2.081555,  头部角度：270.5475
位置X：-40.26169,  位置Y：0.08333337,  位置Z：-21.18597,  身体角度：2.081555,  头部角度：270.5475
位置X：-40.32537,  位置Y：0.08333337,  位置Z：-21.2413,  身体角度：3.030919,  头部角度：270.5475
位置X：-40.32415,  位置Y：0.08333337,  位置Z：-21.21827,  身体角度：3.030919,  头部角度：270.5475
位置X：-40.3875,  位置Y：0.08333337,  位置Z：-21.27168,  身体角度：3.97068,  头部角度：270.5475
位置X：-40.38626,  位置Y：0.08333337,  位置Z：-21.25383,  身体角度：3.97068,  头部角度：270.5475
位置X：-40.38499,  位置Y：0.08333337,  位置Z：-21.23552,  身体角度：3.97068,  头部角度：270.5475
位置X：-40.4482,  位置Y：0.08333337,  位置Z：-21.29089,  身体角度：4.900909,  头部角度：270.5475
位置X：-40.44661,  位置Y：0.08333337,  位置Z：-21.27225,  身体角度：4.900909,  头部角度：270.5475
位置X：-40.50951,  位置Y：0.08333337,  位置Z：-21.3267,  身体角度：5.821683,  头部角度：270.5475
位置X：-40.50774,  位置Y：0.08333337,  位置Z：-21.30925,  身体角度：5.821683,  头部角度：270.5475
位置X：-40.57035,  位置Y：0.08333337,  位置Z：-21.36325,  身体角度：6.733094,  头部角度：270.5475
位置X：-40.56832,  位置Y：0.08333337,  位置Z：-21.34604,  身体角度：6.733094,  头部角度：270.5475
位置X：-40.63083,  位置Y：0.08333337,  位置Z：-21.40125,  身体角度：7.635235,  头部角度：270.5475
位置X：-40.62859,  位置Y：0.08333337,  位置Z：-21.38449,  身体角度：7.635235,  头部角度：270.5475
位置X：-40.69091,  位置Y：0.08333337,  位置Z：-21.44004,  身体角度：8.52821,  头部角度：270.5475
位置X：-40.68832,  位置Y：0.08333337,  位置Z：-21.42272,  身体角度：8.52821,  头部角度：270.5475
位置X：-40.68562,  位置Y：0.08333337,  位置Z：-21.40475,  身体角度：8.52821,  头部角度：270.5475
位置X：-40.74794,  位置Y：0.08333337,  位置Z：-21.46172,  身体角度：9.412136,  头部角度：270.5475
位置X：-40.80994,  位置Y：0.08333337,  位置Z：-21.51801,  身体角度：10.28712,  头部角度：270.5475
位置X：-40.80322,  位置Y：0.08333337,  位置Z：-21.48092,  身体角度：10.28712,  头部角度：270.5475
位置X：-40.86472,  位置Y：0.08333337,  位置Z：-21.53562,  身体角度：11.1533,  头部角度：270.5475
位置X：-40.86082,  位置Y：0.08333337,  位置Z：-21.51587,  身体角度：11.1533,  头部角度：270.5475
位置X：-40.92242,  位置Y：0.08333337,  位置Z：-21.57226,  身体角度：12.01079,  头部角度：270.5475
位置X：-40.91827,  位置Y：0.08333337,  位置Z：-21.55274,  身体角度：12.01079,  头部角度：270.5475
位置X：-40.9794,  位置Y：0.08333337,  位置Z：-21.60791,  身体角度：12.85973,  头部角度：270.5475
位置X：-40.97515,  位置Y：0.08333337,  位置Z：-21.58928,  身体角度：12.85973,  头部角度：270.5475
位置X：-41.03617,  位置Y：0.08333337,  位置Z：-21.64492,  身体角度：13.70026,  头部角度：270.5475
位置X：-41.03218,  位置Y：0.08333337,  位置Z：-21.62853,  身体角度：13.70026,  头部角度：270.5475
位置X：-41.09309,  位置Y：0.08333337,  位置Z：-21.68464,  身体角度：14.53251,  头部角度：270.5475
位置X：-41.08884,  位置Y：0.08333337,  位置Z：-21.66828,  身体角度：14.53251,  头部角度：270.5475
位置X：-41.08408,  位置Y：0.08333337,  位置Z：-21.6499,  身体角度：14.53251,  头部角度：270.5475
位置X：-41.14493,  位置Y：0.08333337,  位置Z：-21.70661,  身体角度：15.35663,  头部角度：270.5475
位置X：-41.14018,  位置Y：0.08333337,  位置Z：-21.6893,  身体角度：15.35663,  头部角度：270.5475
位置X：-41.20077,  位置Y：0.08333337,  位置Z：-21.74581,  身体角度：16.17277,  头部角度：270.5475
位置X：-41.19602,  位置Y：0.08333337,  位置Z：-21.72944,  身体角度：16.17277,  头部角度：270.5475
位置X：-41.25653,  位置Y：0.08333337,  位置Z：-21.78635,  身体角度：16.98108,  头部角度：270.5475
位置X：-41.25093,  位置Y：0.08333337,  位置Z：-21.76801,  身体角度：16.98108,  头部角度：270.5475
位置X：-41.31117,  位置Y：0.08333337,  位置Z：-21.82474,  身体角度：17.7817,  头部角度：270.5475
位置X：-41.30552,  位置Y：0.08333337,  位置Z：-21.80712,  身体角度：17.7817,  头部角度：270.5475
位置X：-41.36566,  位置Y：0.08333337,  位置Z：-21.86416,  身体角度：18.57479,  头部角度：270.5475
位置X：-41.35977,  位置Y：0.08333337,  位置Z：-21.84664,  身体角度：18.57479,  头部角度：270.549
位置X：-41.35404,  位置Y：0.08333337,  位置Z：-21.82957,  身体角度：18.57479,  头部角度：270.5475
位置X：-41.41419,  位置Y：0.08333337,  位置Z：-21.88722,  身体角度：19.36049,  头部角度：270.5471
位置X：-41.474,  位置Y：0.08333337,  位置Z：-21.94447,  身体角度：20.13899,  头部角度：270.549
位置X：-41.4606,  位置Y：0.08333337,  位置Z：-21.90792,  身体角度：20.13899,  头部角度：270.5658
位置X：-41.51971,  位置Y：0.08333337,  位置Z：-21.9638,  身体角度：20.91042,  头部角度：270.5774
位置X：-41.51381,  位置Y：0.08333337,  位置Z：-21.94836,  身体角度：20.91042,  头部角度：270.5872
位置X：-41.57322,  位置Y：0.08333337,  位置Z：-22.00558,  身体角度：21.67493,  头部角度：270.5948
位置X：-41.56692,  位置Y：0.08333337,  位置Z：-21.98974,  身体角度：21.67493,  头部角度：270.6026
位置X：-41.62591,  位置Y：0.08333337,  位置Z：-22.04643,  身体角度：22.43271,  头部角度：270.611
位置X：-41.61914,  位置Y：0.08333337,  位置Z：-22.03004,  身体角度：22.43271,  头部角度：270.6193
位置X：-41.61186,  位置Y：0.08333337,  位置Z：-22.0124,  身体角度：22.43271,  头部角度：270.6265
位置X：-41.67136,  位置Y：0.08333337,  位置Z：-22.07082,  身体角度：23.18389,  头部角度：270.6334
位置X：-41.66375,  位置Y：0.08333337,  位置Z：-22.05306,  身体角度：23.18389,  头部角度：270.6401
位置X：-41.72295,  位置Y：0.08333337,  位置Z：-22.11123,  身体角度：23.92862,  头部角度：270.6465
位置X：-41.71577,  位置Y：0.08333337,  位置Z：-22.09504,  身体角度：23.92862,  头部角度：270.6525
位置X：-41.77419,  位置Y：0.08333337,  位置Z：-22.15187,  身体角度：24.66709,  头部角度：270.6591
位置X：-41.76644,  位置Y：0.08333337,  位置Z：-22.135,  身体角度：24.66709,  头部角度：270.6653
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-22.20525,  身体角度：20.56802,  头部角度：270.67
位置X：-41.82704,  位置Y：0.08333337,  位置Z：-22.18848,  身体角度：20.56802,  头部角度：270.6767
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-22.1951,  身体角度：17.0102,  头部角度：270.6816
位置X：-41.82801,  位置Y：0.08333337,  位置Z：-22.17768,  身体角度：17.0102,  头部角度：270.687
位置X：-41.79539,  位置Y：0.08333337,  位置Z：-22.16066,  身体角度：16.22141,  头部角度：270.6918
位置X：-41.78885,  位置Y：0.08333337,  位置Z：-22.13819,  身体角度：16.22141,  头部角度：270.6977
位置X：-41.7551,  位置Y：0.08333337,  位置Z：-22.11664,  身体角度：15.43886,  头部角度：270.5931
位置X：-41.75008,  位置Y：0.08333337,  位置Z：-22.09848,  身体角度：15.43886,  头部角度：270.5113
位置X：-41.71772,  位置Y：0.08333337,  位置Z：-22.08104,  身体角度：14.66262,  头部角度：270.4338
位置X：-41.68555,  位置Y：0.08333337,  位置Z：-22.06365,  身体角度：13.89278,  头部角度：270.3658
位置X：-41.67632,  位置Y：0.08333337,  位置Z：-22.02633,  身体角度：13.89278,  头部角度：270.2947
位置X：-41.64409,  位置Y：0.08333337,  位置Z：-22.00797,  身体角度：13.1294,  头部角度：270.309
位置X：-41.63968,  位置Y：0.08333337,  位置Z：-21.98905,  身体角度：13.1294,  头部角度：270.3583
位置X：-41.6077,  位置Y：0.08333337,  位置Z：-21.97094,  身体角度：12.37254,  头部角度：270.4307
位置X：-41.60353,  位置Y：0.08333337,  位置Z：-21.95196,  身体角度：12.37254,  头部角度：270.5189
位置X：-41.59917,  位置Y：0.08333337,  位置Z：-21.93205,  身体角度：12.37254,  头部角度：270.5486
位置X：-41.56773,  位置Y：0.08333337,  位置Z：-21.91557,  身体角度：11.62226,  头部角度：270.5486
位置X：-41.56401,  位置Y：0.08333337,  位置Z：-21.89749,  身体角度：11.62226,  头部角度：270.5486
位置X：-41.53255,  位置Y：0.08333337,  位置Z：-21.88011,  身体角度：10.8786,  头部角度：270.5486
位置X：-41.5292,  位置Y：0.08333337,  位置Z：-21.8627,  身体角度：10.8786,  头部角度：270.5486
位置X：-41.49798,  位置Y：0.08333337,  位置Z：-21.84571,  身体角度：10.1416,  头部角度：270.5486
位置X：-41.49485,  位置Y：0.08333337,  位置Z：-21.82823,  身体角度：10.1416,  头部角度：270.5486
位置X：-41.46366,  位置Y：0.08333337,  位置Z：-21.81049,  身体角度：9.411287,  头部角度：270.5486
位置X：-41.46068,  位置Y：0.08333337,  位置Z：-21.79251,  身体角度：9.411287,  头部角度：270.5486
位置X：-41.42976,  位置Y：0.08333337,  位置Z：-21.77539,  身体角度：8.68768,  头部角度：270.5486
位置X：-41.42707,  位置Y：0.08333337,  位置Z：-21.75784,  身体角度：8.68768,  头部角度：270.5486
位置X：-41.42423,  位置Y：0.08333337,  位置Z：-21.73921,  身体角度：8.68768,  头部角度：270.5486
位置X：-41.39341,  位置Y：0.08333337,  位置Z：-21.72178,  身体角度：7.970797,  头部角度：270.5486
位置X：-41.39108,  位置Y：0.08333337,  位置Z：-21.70511,  身体角度：7.970797,  头部角度：270.5486
位置X：-41.36044,  位置Y：0.08333337,  位置Z：-21.68775,  身体角度：7.260646,  头部角度：270.5486
位置X：-41.3582,  位置Y：0.08333337,  位置Z：-21.67014,  身体角度：7.260646,  头部角度：270.5486
位置X：-41.32771,  位置Y：0.08333337,  位置Z：-21.65276,  身体角度：6.557231,  头部角度：270.5486
位置X：-41.32547,  位置Y：0.08333337,  位置Z：-21.63333,  身体角度：6.557231,  头部角度：270.5486
位置X：-41.29429,  位置Y：0.08333337,  位置Z：-21.60862,  身体角度：5.860548,  头部角度：270.5486
位置X：-41.26366,  位置Y：0.08333337,  位置Z：-21.58687,  身体角度：5.170591,  头部角度：270.5486
位置X：-41.26131,  位置Y：0.08333337,  位置Z：-21.56092,  身体角度：5.170591,  头部角度：270.4463
位置X：-41.23093,  位置Y：0.08333337,  位置Z：-21.53974,  身体角度：4.487344,  头部角度：270.3712
位置X：-41.22958,  位置Y：0.08333337,  位置Z：-21.52256,  身体角度：4.487344,  头部角度：270.3226
位置X：-41.22822,  位置Y：0.08333337,  位置Z：-21.50515,  身体角度：4.487344,  头部角度：270.2867
位置X：-41.19835,  位置Y：0.08333337,  位置Z：-21.48797,  身体角度：3.810787,  头部角度：270.2762
位置X：-41.19694,  位置Y：0.08333337,  位置Z：-21.4669,  身体角度：3.810787,  头部角度：270.2954
位置X：-41.16719,  位置Y：0.08333337,  位置Z：-21.44949,  身体角度：3.140897,  头部角度：270.3345
位置X：-41.1661,  位置Y：0.08333337,  位置Z：-21.42956,  身体角度：3.140897,  头部角度：270.3951
位置X：-41.13651,  位置Y：0.08333337,  位置Z：-21.41236,  身体角度：2.477642,  头部角度：270.4597
位置X：-41.13573,  位置Y：0.08333337,  位置Z：-21.39433,  身体角度：2.477642,  头部角度：270.5301
位置X：-41.10623,  位置Y：0.08333337,  位置Z：-21.37613,  身体角度：1.820993,  头部角度：270.5475
位置X：-41.10568,  位置Y：0.08333337,  位置Z：-21.35872,  身体角度：1.820993,  头部角度：270.5475
位置X：-41.07635,  位置Y：0.08333337,  位置Z：-21.34103,  身体角度：1.17091,  头部角度：270.5475
位置X：-41.04678,  位置Y：0.08333337,  位置Z：-21.30466,  身体角度：0.5273525,  头部角度：270.5482
位置X：-41.04662,  位置Y：0.08333337,  位置Z：-21.28706,  身体角度：0.5273525,  头部角度：270.5482
位置X：-41.04645,  位置Y：0.08333337,  位置Z：-21.26894,  身体角度：0.5273525,  头部角度：270.5482
位置X：-41.01741,  位置Y：0.08333337,  位置Z：-21.25213,  身体角度：359.8903,  头部角度：270.5475
位置X：-41.01745,  位置Y：0.08333337,  位置Z：-21.23426,  身体角度：359.8903,  头部角度：270.5482
位置X：-40.98854,  位置Y：0.08333337,  位置Z：-21.2158,  身体角度：359.2596,  头部角度：270.5482
位置X：-40.98879,  位置Y：0.08333337,  位置Z：-21.19699,  身体角度：359.2596,  头部角度：270.5482
位置X：-40.96002,  位置Y：0.08333337,  位置Z：-21.17935,  身体角度：358.6354,  头部角度：270.5475
位置X：-40.96056,  位置Y：0.08333337,  位置Z：-21.15644,  身体角度：358.6354,  头部角度：270.5475
位置X：-40.93202,  位置Y：0.08333337,  位置Z：-21.13492,  身体角度：358.0174,  头部角度：270.5475
位置X：-40.93269,  位置Y：0.08333337,  位置Z：-21.11579,  身体角度：358.0174,  头部角度：270.5159
位置X：-40.90416,  位置Y：0.08333337,  位置Z：-21.09894,  身体角度：357.4058,  头部角度：270.487
位置X：-40.90501,  位置Y：0.08333337,  位置Z：-21.07998,  身体角度：357.4058,  头部角度：270.4563
位置X：-40.87662,  位置Y：0.08333337,  位置Z：-21.06295,  身体角度：356.8003,  头部角度：270.4293
位置X：-40.87764,  位置Y：0.08333337,  位置Z：-21.04471,  身体角度：356.8003,  头部角度：270.4044
位置X：-40.84938,  位置Y：0.08333337,  位置Z：-21.02728,  身体角度：356.201,  头部角度：270.3795
位置X：-40.85061,  位置Y：0.08333337,  位置Z：-21.00874,  身体角度：356.201,  头部角度：270.3583
位置X：-40.82246,  位置Y：0.08333337,  位置Z：-20.99168,  身体角度：355.6078,  头部角度：270.3415
位置X：-40.82382,  位置Y：0.08333337,  位置Z：-20.97394,  身体角度：355.6078,  头部角度：270.3239
位置X：-40.82523,  位置Y：0.08333337,  位置Z：-20.95567,  身体角度：355.6078,  头部角度：270.3128
位置X：-40.79725,  位置Y：0.08333337,  位置Z：-20.93795,  身体角度：355.0206,  头部角度：270.3039
位置X：-40.79876,  位置Y：0.08333337,  位置Z：-20.9206,  身体角度：355.0206,  头部角度：270.2987
位置X：-40.77091,  位置Y：0.08333337,  位置Z：-20.90291,  身体角度：354.4394,  头部角度：270.2987
位置X：-40.77257,  位置Y：0.08333337,  位置Z：-20.88586,  身体角度：354.4394,  头部角度：270.3033
位置X：-40.74485,  位置Y：0.08333337,  位置Z：-20.86814,  身体角度：353.864,  头部角度：270.314
位置X：-40.74673,  位置Y：0.08333337,  位置Z：-20.85063,  身体角度：353.864,  头部角度：270.325
位置X：-40.71922,  位置Y：0.08333337,  位置Z：-20.83215,  身体角度：353.2945,  头部角度：270.3409
位置X：-40.72123,  位置Y：0.08333337,  位置Z：-20.81502,  身体角度：353.2945,  头部角度：270.3583
位置X：-40.69375,  位置Y：0.08333337,  位置Z：-20.79742,  身体角度：352.7307,  头部角度：270.3774
位置X：-40.69598,  位置Y：0.08333337,  位置Z：-20.7799,  身体角度：352.7307,  头部角度：270.3986
位置X：-40.69846,  位置Y：0.08333337,  位置Z：-20.76046,  身体角度：352.7307,  头部角度：270.4252
位置X：-40.67089,  位置Y：0.08333337,  位置Z：-20.74449,  身体角度：352.1725,  头部角度：270.4481
位置X：-40.6734,  位置Y：0.08333337,  位置Z：-20.72629,  身体角度：352.1725,  头部角度：270.4748
位置X：-40.64611,  位置Y：0.08333337,  位置Z：-20.70905,  身体角度：351.62,  头部角度：270.502
位置X：-40.64873,  位置Y：0.08333337,  位置Z：-20.69126,  身体角度：351.62,  头部角度：270.5294
位置X：-40.6215,  位置Y：0.08333337,  位置Z：-20.67441,  身体角度：351.073,  头部角度：270.5571
位置X：-40.62444,  位置Y：0.08333337,  位置Z：-20.65567,  身体角度：351.073,  头部角度：270.5872
位置X：-40.59759,  位置Y：0.08333337,  位置Z：-20.63718,  身体角度：350.5315,  头部角度：270.5961
位置X：-40.60094,  位置Y：0.08333337,  位置Z：-20.61709,  身体角度：350.5315,  头部角度：270.5941
位置X：-40.57396,  位置Y：0.08333337,  位置Z：-20.60009,  身体角度：349.9953,  头部角度：270.5915
位置X：-40.55011,  位置Y：0.08333337,  位置Z：-20.56599,  身体角度：349.4644,  头部角度：270.5862
位置X：-40.55336,  位置Y：0.08333337,  位置Z：-20.54852,  身体角度：349.4644,  头部角度：270.5842
位置X：-40.55677,  位置Y：0.08333337,  位置Z：-20.53016,  身体角度：349.4644,  头部角度：270.5822
位置X：-40.52987,  位置Y：0.08333337,  位置Z：-20.51394,  身体角度：348.9388,  头部角度：270.5801
位置X：-40.53342,  位置Y：0.08333337,  位置Z：-20.49577,  身体角度：348.9388,  头部角度：270.5774
位置X：-40.50695,  位置Y：0.08333337,  位置Z：-20.4779,  身体角度：348.4183,  头部角度：270.574
位置X：-40.51058,  位置Y：0.08333337,  位置Z：-20.46019,  身体角度：348.4183,  头部角度：270.5723
位置X：-40.48391,  位置Y：0.08333337,  位置Z：-20.44385,  身体角度：347.9028,  头部角度：270.5703
位置X：-40.48774,  位置Y：0.08333337,  位置Z：-20.426,  身体角度：347.9028,  头部角度：270.5679
位置X：-40.4614,  位置Y：0.08333337,  位置Z：-20.40861,  身体角度：347.3924,  头部角度：270.5654
位置X：-40.46524,  位置Y：0.08333337,  位置Z：-20.39142,  身体角度：347.3924,  头部角度：270.5637
位置X：-40.43906,  位置Y：0.08333337,  位置Z：-20.37381,  身体角度：346.8869,  头部角度：270.5616
位置X：-40.44312,  位置Y：0.08333337,  位置Z：-20.35643,  身体角度：346.8869,  头部角度：270.5602
位置X：-40.44716,  位置Y：0.08333337,  位置Z：-20.33907,  身体角度：346.8869,  头部角度：270.5585
位置X：-40.42086,  位置Y：0.08333337,  位置Z：-20.32248,  身体角度：346.3862,  头部角度：270.5567
位置X：-40.4249,  位置Y：0.08333337,  位置Z：-20.30577,  身体角度：346.3862,  头部角度：270.5557
位置X：-40.39899,  位置Y：0.08333337,  位置Z：-20.28802,  身体角度：345.8903,  头部角度：270.5536
位置X：-40.40313,  位置Y：0.08333337,  位置Z：-20.27155,  身体角度：345.8903,  头部角度：270.5532
位置X：-40.37714,  位置Y：0.08333337,  位置Z：-20.25455,  身体角度：345.399,  头部角度：270.5529
位置X：-40.38153,  位置Y：0.08333337,  位置Z：-20.2377,  身体角度：345.399,  头部角度：270.5518
位置X：-40.35569,  位置Y：0.08333337,  位置Z：-20.22053,  身体角度：344.9124,  头部角度：270.5511
位置X：-40.36151,  位置Y：0.08333337,  位置Z：-20.19895,  身体角度：344.9124,  头部角度：270.5497
位置X：-40.33636,  位置Y：0.08333337,  位置Z：-20.17962,  身体角度：344.4304,  头部角度：270.5504
位置X：-40.34109,  位置Y：0.08333337,  位置Z：-20.16268,  身体角度：344.4304,  头部角度：270.5511
位置X：-40.3166,  位置Y：0.08333337,  位置Z：-20.14141,  身体角度：343.9528,  头部角度：270.5514
位置X：-40.32176,  位置Y：0.08333337,  位置Z：-20.12347,  身体角度：343.9528,  头部角度：270.5525
位置X：-40.29643,  位置Y：0.08333337,  位置Z：-20.10567,  身体角度：343.4796,  头部角度：270.5518
位置X：-40.30332,  位置Y：0.08333337,  位置Z：-20.08242,  身体角度：343.4796,  头部角度：270.5539
位置X：-40.27779,  位置Y：0.08333337,  位置Z：-20.06567,  身体角度：343.0107,  头部角度：270.5553
位置X：-40.28368,  位置Y：0.08333337,  位置Z：-20.04641,  身体角度：343.0107,  头部角度：270.5574
位置X：-40.2597,  位置Y：0.08333337,  位置Z：-20.02491,  身体角度：342.546,  头部角度：270.5592
位置X：-40.2652,  位置Y：0.08333337,  位置Z：-20.00742,  身体角度：342.546,  头部角度：270.5616
位置X：-40.23975,  位置Y：0.08333337,  位置Z：-19.99109,  身体角度：342.0855,  头部角度：270.5627
位置X：-40.24494,  位置Y：0.08333337,  位置Z：-19.97503,  身体角度：342.0855,  头部角度：270.5644
位置X：-40.21938,  位置Y：0.08333337,  位置Z：-19.95931,  身体角度：341.6291,  头部角度：270.5658
位置X：-40.22676,  位置Y：0.08333337,  位置Z：-19.9371,  身体角度：341.6291,  头部角度：270.5699
位置X：-40.20142,  位置Y：0.08333337,  位置Z：-19.92103,  身体角度：341.1768,  头部角度：270.571
位置X：-40.20719,  位置Y：0.08333337,  位置Z：-19.90408,  身体角度：341.1768,  头部角度：270.574
位置X：-40.18219,  位置Y：0.08333337,  位置Z：-19.88728,  身体角度：340.7284,  头部角度：270.5761
位置X：-40.16447,  位置Y：0.08333337,  位置Z：-19.84996,  身体角度：340.2838,  头部角度：270.5811
位置X：-40.17056,  位置Y：0.08333337,  位置Z：-19.83296,  身体角度：340.2838,  头部角度：270.5842
位置X：-40.14749,  位置Y：0.08333337,  位置Z：-19.81134,  身体角度：339.8431,  头部角度：270.5869
位置X：-40.15339,  位置Y：0.08333337,  位置Z：-19.79527,  身体角度：339.8431,  头部角度：270.5901
位置X：-40.12831,  位置Y：0.08333337,  位置Z：-19.7795,  身体角度：339.4062,  头部角度：270.5928
位置X：-40.13714,  位置Y：0.08333337,  位置Z：-19.75601,  身体角度：339.4062,  头部角度：270.5961
位置X：-40.1122,  位置Y：0.08333337,  位置Z：-19.74015,  身体角度：338.9729,  头部角度：270.5981
位置X：-40.11846,  位置Y：0.08333337,  位置Z：-19.72386,  身体角度：338.9729,  头部角度：270.6013
位置X：-40.0957,  位置Y：0.08333337,  位置Z：-19.70256,  身体角度：338.5432,  头部角度：270.6039
位置X：-40.10198,  位置Y：0.08333337,  位置Z：-19.68658,  身体角度：338.5432,  头部角度：270.6068
位置X：-40.0778,  位置Y：0.08333337,  位置Z：-19.66923,  身体角度：338.1171,  头部角度：270.6091
位置X：-40.08919,  位置Y：0.08333337,  位置Z：-19.64089,  身体角度：338.1171,  头部角度：270.6136
位置X：-40.06511,  位置Y：0.08333337,  位置Z：-19.62356,  身体角度：337.6945,  头部角度：270.6158
位置X：-40.04094,  位置Y：0.08333337,  位置Z：-19.60673,  身体角度：337.2753,  头部角度：270.6183
位置X：-40.05118,  位置Y：0.08333337,  位置Z：-19.58227,  身体角度：337.2753,  头部角度：270.6218
位置X：-40.02714,  位置Y：0.08333337,  位置Z：-19.56537,  身体角度：336.8594,  头部角度：270.6243
位置X：-40.03592,  位置Y：0.08333337,  位置Z：-19.54482,  身体角度：336.8594,  头部角度：270.6274
位置X：-40.01131,  位置Y：0.08333337,  位置Z：-19.52948,  身体角度：336.4468,  头部角度：270.6293
位置X：-40.01835,  位置Y：0.08333337,  位置Z：-19.51332,  身体角度：336.4468,  头部角度：270.6312
位置X：-40.02538,  位置Y：0.08333337,  位置Z：-19.49721,  身体角度：336.4468,  头部角度：270.6331
位置X：-40.00082,  位置Y：0.08333337,  位置Z：-19.48194,  身体角度：336.0375,  头部角度：270.6358
位置X：-39.97792,  位置Y：0.08333337,  位置Z：-19.46317,  身体角度：335.6313,  头部角度：270.638
